category1,category2,rank,price,Publisher,ISBN10,ISBN13,ASIN,OtherRanks
" Veterinary Medicine ",Cardiology,14,"$24.41 ","Wiley; 1 edition (November 6, 1995)"," 0812115171"," 978-0812115178",,"#1,566,505 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,15,"$44.79 ","Wiley-Blackwell; 2 edition (August 30, 2016)",,," B01LCWLNKK","#1,048,991 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,16,"$52.00 ","Saunders; 2 edition (April 5, 2006)"," 0721604269"," 978-0721604268",,"#1,865,695 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,17,"$545.00 ","Saunders; 2 edition (June 15, 1999)"," 0721640443"," 978-0721640440",,"#2,180,216 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,18,"$122.17 ","Wiley-Blackwell; 1 edition (November 29, 2011)"," 0813812429"," 978-0813812427",,"#2,291,701 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,19,"$85.03 ","Elsevier (September 4, 2017)"," 0323545785"," 978-0323545785",,"#2,322,165 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,20,"$96.88 ","Saunders Ltd.; 2 edition (January 21, 2011)"," 0702028177"," 978-0702028175",,"#2,474,993 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,21,"$219.99 ","Wiley-Blackwell; 2 edition (November 5, 2007)"," 1405141603"," 978-1405141604",,"#2,608,275 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,22,"$52.44 ","CRC Press; 2 edition (March 22, 2007)"," 0849392780"," 978-0849392788",,"#2,616,694 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,23,"$249.68 ","Mosby; 1 edition (August 15, 1998)"," 0815151403"," 978-0815151401",,"#2,625,804 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,24,"$88.79 ","Saunders; 5 edition (May 14, 2015)",,," B00YDZNVVI","#1,487,827 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,25,"$51.16 ","Saunders; 3 edition (October 15, 2014)",,," B00QF5Z96E","#1,559,885 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,26,"$108.79 ","Wiley-Blackwell; 1 edition (September 19, 2011)",,," B00960B5FY","#1,791,702 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,27,"$68.43 ","W B Saunders Co; Subsequent edition (January 15, 1995)"," 3540211012"," 978-3540211013"," 0721659403","#3,470,072 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,28,"$39.99 ","Wiley-Blackwell; 3 edition (July 17, 2015)",,," B012IKY942","#1,838,739 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,29,"$19.01 ","Wiley-Blackwell; 1 edition (May 18, 1998)"," 0683009389"," 978-0683009385",,"#3,588,288 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,30,"$29.99 ","Wiley-Blackwell; 1 edition (May 16, 2016)",,," B01FVBM8GQ","#1,907,498 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,31,"$12.37 ","W.B. Saunders Company; First Ed. edition (January 1971)"," 0721634370"," 978-0721634371",,"#3,733,199 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,32,"$105.19 ","Saunders; 4 edition (December 14, 2007)",,," B005JJR3V6","#2,084,786 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,33,"$10,099.00 ","Mosby Inc (January 15, 1996)"," 0723419078"," 978-0723419075",,"#4,536,156 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,34,"$10.00 ","Saunders; 3 edition (January 15, 2001)"," 0721677215"," 978-0721677217",,"#4,685,124 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,35,"$69.29 ","Wiley-Blackwell; 1 edition (January 17, 2000)"," 0632052163"," 978-0632052165",,"#4,692,986 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,36,"$101.73 ","CRC Press; 1 edition (June 22, 2007)"," 1840760761"," 978-1840760767",,"#5,009,443 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,37,"$68.99 ","Wiley-Blackwell; 2 edition (May 30, 2013)",,," B00D5992H0","#2,444,186 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,38,"$80.00 ","Imperial College Pr (September 1, 2000)"," 1860941583"," 978-1860941580",,"#5,170,675 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,39,"$19.92 ","Springer; 2004 edition (November 30, 2003)"," 0306478781"," 978-0306478789",,"#5,178,229 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,40,"$103.39 ","CRC Press; 3 edition (October 28, 2015)",,," B017A311XO","#2,584,206 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,41,"$37.11 ","Saunders Ltd.; 1 edition (July 15, 1999)"," 0702022403"," 978-0702022401",,"#5,861,163 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,42,"$69.79 ","CRC Press; 1 edition (February 15, 2011)",,," B007TH382O","#2,684,594 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,43,"$55.19 ","Wiley-Blackwell; 1 edition (June 29, 2017)",,," B073RN27FB","#2,721,077 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,44,"$88.27 ","Butterworth-Heinemann (November 4, 2002)"," 0750672986"," 978-0750672986",,"#6,061,032 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,45,"$289.00 ","Springer; 2003 edition (January 31, 2003)"," 0321036484"," 978-0321036483"," 0306476924","#6,444,448 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,46,"$158.33 ","CRC Press; 1 edition (December 5, 1995)"," 0849301696"," 978-0849301698",,"#6,742,410 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,47,"$12.90 ","Self published; 1 edition (February 28, 2010)",,," B003AILMYM","#2,974,343 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,48,"$169.95 ","CRC Press; 2 edition (March 22, 2007)",,," B009GLSVO6","#2,993,577 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,49,"$18.00 ","Churchill Livingstone (June 1, 1988)"," 0443084823"," 978-0443084829",,"#7,112,994 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,50,"$9.89 ","Churchill Livingstone (July 1, 1985)"," 0443083126"," 978-0443083129",,"#7,663,251 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,51,"$5.12 ","Saunders (2004)",,," B000BVY7LQ","#7,698,595 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,52,"$95.83 ","Saunders Ltd.; 2 edition (January 7, 2011)",,," B007PZDYA6","#3,208,917 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Cardiology,53,"$92.33 ","Springer; Softcover reprint of the original 1st ed. 1985 edition (October 5, 2011)"," 9401087172"," 978-9401087179",,"#8,344,844 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,54,"$48.58 ","Lea & Febiger; Pap/Cas edition (July 1, 1992)"," 0812115686"," 978-0812115680",,"#8,886,087 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,55,"$168.40 ","Springer; 2004 edition (September 15, 2012)"," 1461348609"," 978-1461348603",,"#9,492,506 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,56,"$705.05 ","Saunders; 4 edition (December 28, 2007)"," 1416065040"," 978-1416065043",,"#10,133,235 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,57,"$99.00 ","Springer; Second Revised Edition edition (May 31, 1994)"," 0792327128"," 978-0792327127",,"#10,236,929 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,58,,"W.B Saunders (1977)",,," B000F3R4J2","#11,940,166 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,59,"$72.00 ","S. Karger; 1 edition (November 13, 1979)"," 3805530544"," 978-3805530545",,"#12,059,029 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,60,"$17.50 ","Wiley-Blackwell; 1 edition (January 30, 1996)"," 0632032995"," 978-0632032990",,"#12,188,352 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,61,"$58.00 ","S. Karger; 1 edition (April 2, 1976)"," 3805522703"," 978-3805522700",,"#12,279,147 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,62,"$69.01 ","Wiley-Blackwell; 1 edition (May 15, 1999)"," 0632050241"," 978-0632050246",,"#12,515,626 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,63,,"Iowa State Pr; Cdr edition (December 1, 2001)"," 0968721214"," 978-0968721216",,"#13,027,474 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,64,"$4.44 ","American Animal Hospital Association (1990)"," 0941451097"," 978-0941451093",,"#14,348,140 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,65,"$109.83 ","2nd Edition; 24411th edition (2010)",,," B008XOKXRA","#14,646,189 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,66,,"Churchill Livingstone (April 1, 1987)"," 0443084742"," 978-0443084744",,"#15,800,506 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,67,"$1,309.09 ","Saunders; 4 edition (March 14, 2008)"," 1416057617"," 978-1416057611",,"#15,824,504 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,68,"$59.66 ","Springer; 2002 edition (January 31, 2003)"," 0306474166"," 978-0306474163",,"#16,202,964 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,69,"$7.02 ","Wiley-Blackwell; 1 edition (January 15, 1997)"," 0632032987"," 978-0632032983",,"#16,218,871 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,70,"$232.27 ","Springer; Reprinted from MOLECULAR AND CELLULAR BIOCHEMISTRY, 119/1:2 edition (February 28, 1993)"," 0792321588"," 978-0792321583",,"#18,152,378 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,71,,"Iowa State Pr (July 30, 2000)"," 0968721206"," 978-0968721209",,"#18,181,260 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,72,"$24.95 ","American Animal Hospital Association; 2nd edition (1992)"," 0941451224"," 978-0941451222",,"#18,284,512 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,73,"$87.00 ","Springer; 1 edition (February 28, 1985)"," 0898387116"," 978-0898387117",,"#18,723,936 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,74,,"Teton New Media; 1 edition (January 1, 2005)"," 1893441407"," 978-1893441408",,"#18,877,189 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,75,,"Saunders (June 1, 2005)"," 0721692095"," 978-0721692098",,"#19,132,067 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,76,,"Churchill Livingstone; 2 edition (October 1, 1994)"," 0443088756"," 978-0443088759",,"#19,240,037 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,77,,"Elsevier Science Health Science div (September 30, 2011)"," 0721621457"," 978-0721621456",,"#19,276,627 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Cardiology,78,"$306.00 ","S. Karger; 1 edition (September 25, 1974)"," 3805516975"," 978-3805516976",,"#19,484,712 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,1,"$71.82 ","Wiley-Blackwell; 1 edition (January 4, 2013)"," 0813816521"," 978-0813816524",,"#169,129 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,2,"$47.74 ","CRC Press; 2 edition (October 17, 2011)"," 1840761725"," 978-1840761726",,"#359,521 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,3,"$108.58 ","Saunders; 1 edition (July 25, 2008)"," 1416033866"," 978-1416033868",,"#474,538 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,4,"$63.11 ","Saunders; 2 edition (July 5, 2012)"," 1455703222"," 978-1455703227",,"#519,529 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,5,"$55.25 ","Wiley-Blackwell; 1 edition (November 20, 2012)"," 0813820758"," 978-0813820750",,"#603,709 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,6,"$50.36 ","CRC Press; 2 edition (October 15, 2011)",,," B005IZ12RC","#595,025 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,7,"$87.99 ","Wiley-Blackwell; 1 edition (October 9, 2012)",,," B00B9HJXF6","#599,467 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,8,"$43.95 ","CRC Press; 2 edition (December 3, 2015)"," 148222545X"," 978-1482225457",,"#1,066,081 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,9,"$72.63 ","Saunders Ltd.; 2 edition (April 26, 2013)"," 0702049433"," 978-0702049439",,"#1,108,327 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,10,"$40.25 ","Butterworth-Heinemann; 1 edition (February 9, 2005)"," 0750652861"," 978-0750652865",,"#1,118,353 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,11,"$121.08 ","Academic Press; 1 edition (December 30, 2011)"," 0123813611"," 978-0123813619",,"#1,202,717 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,12,"$99.19 ","Wiley-Blackwell; 2 edition (November 13, 2012)"," 0470959967"," 978-0470959961",,"#1,262,276 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,13,"$88.97 ","Wiley-Blackwell; 1 edition (April 27, 2015)"," 1118802543"," 978-1118802540",,"#1,296,224 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,14,"$679.57 ","Wiley-Blackwell; 1 edition (August 2, 2004)"," 0813818982"," 978-0813818986",,"#1,354,053 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,15,"$89.99 ","Cambridge University Press; Revised edition (October 30, 2003)"," 0521544076"," 978-0521544078",,"#1,442,184 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,16,"$49.59 ","AAHA Press; 1st edition (December 1, 1999)"," 1583260064"," 978-1583260067",,"#1,449,038 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,17,"$29.95 ","Lea & Febiger; 3rd ed. edition (January 1, 1990)"," 0812112059"," 978-0812112054",,"#1,462,446 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,18,"$6.06 ","W. B. Saunders (February 1985)"," 0721611117"," 978-0721611112",,"#1,484,943 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,19,"$57.80 ","Wiley-Blackwell; 1 edition (May 15, 2000)"," 0813820375"," 978-0813820378",,"#1,496,479 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,20,"$78.60 ","BSAVA; 3 edition (July 30, 2007)"," 0905214870"," 978-0905214870",,"#1,565,843 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,21,"$17.95 ","Saunders; 1 edition (October 18, 1999)"," 0721681875"," 978-0721681870",,"#1,671,126 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,22,"$586.98 ","Saunders Ltd.; 3 edition (September 29, 2010)"," 0702029807"," 978-0702029806",,"#1,682,043 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,23,"$47.36 ","Saunders; 2 edition (September 2, 2012)",,," B00957ROK8","#1,075,664 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,24,"$294.12 ","Wiley-Blackwell; 1 edition (January 30, 1997)"," 0397513852"," 978-0397513857",,"#1,818,284 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,25,"$94.23 ","Wiley-Blackwell; 2 edition (August 29, 2012)",,," B00B9I9QAC","#1,113,029 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,26,"$356.94 ","Wiley-Blackwell; 1 edition (February 3, 2010)"," 0813816130"," 978-0813816135",,"#1,943,894 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,27,"$5.60 ","Montezuma Publishing, San Diego State University (May 28, 2007)"," 0744232627"," 978-0744232622",,"#1,947,395 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,28,"$57.00 ","Wolfe (1993)"," 0723415420"," 978-0723415428",,"#2,099,767 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,29,"$65.00 ","Saunders Ltd. (September 30, 1999)"," 0702023922"," 978-0702023927",,"#2,273,752 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,30,"$53.53 ","CRC Press; 1 edition (January 15, 2010)"," 1840761083"," 978-1840761085",,"#2,302,102 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,31,"$41.62 ","Saunders; 41803rd edition (1994)",,," B00CAYPIBU","#2,312,212 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,32,"$42.39 ","Wiley-Blackwell; 1 edition (September 10, 2012)",,," B009EZO1WK","#1,369,966 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,33,"$349.95 ","Saunders; 3 edition (April 28, 2004)"," 0721693830"," 978-0721693835",,"#2,567,973 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,34,"$83.65 ","Wiley-Blackwell; 1 edition (December 31, 2001)"," 0683304038"," 978-0683304039",,"#2,610,686 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,35,"$101.60 ","Saunders; 1 edition (July 11, 2008)",,," B0054132ZK","#1,473,691 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,36,"$32.39 ","W B Saunders Co (January 1992)"," 0721632343"," 978-0721632346",,"#2,651,330 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,37,"$154.79 ","Saunders Ltd.; 3 edition (September 15, 2010)",,," B01FVSAWNK","#1,581,217 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,38,"$6.76 ","Dr Shipps Laboratories (June 1, 1992)"," 0963557807"," 978-0963557803",,"#2,907,660 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,39,"$4.42 ","Mosby (January 15, 1993)"," 0801660769"," 978-0801660764",,"#3,000,826 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,40,"$47.43 ","Elsevier (September 2, 2016)"," 0323462693"," 978-0323462693",,"#3,156,939 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,41,"$95.20 ","Saunders; 3 edition (April 14, 2004)",,," B005GDZL82","#1,709,720 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,42,"$360.00 ","Wiley-Blackwell; 1 edition (July 18, 2005)"," 0970639511"," 978-0970639516",,"#3,268,229 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,43,"$83.26 ","CRC Press; 1 edition (December 19, 2017)"," 1482225433"," 978-1482225433",,"#3,275,532 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,44,"$33.35 ","CRC Press; 1 edition (April 1, 1999)"," 1874545936"," 978-1874545934",,"#3,277,579 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,45,"$56.39 ","Saunders; 2 edition (June 15, 1998)"," 0721658393"," 978-0721658391",,"#3,389,315 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,46,"$51.74 ","Wiley-Blackwell; 1 edition (March 6, 2007)"," 0781762308"," 978-0781762304",,"#3,461,582 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,47,"$69.00 ","Saunders Ltd.; 2 edition (May 1, 2013)",,," B00F0ZS570","#1,844,547 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,48,"$95.96 ","Academic Press; 1 edition (November 4, 2011)",,," B006GB0CW8","#1,907,032 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,49,"$4.18 ","Saunders; 1 edition (August 9, 2005)"," 1416028463"," 978-1416028468",,"#3,697,163 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,50,"$31.69 ","CRC Press; 2 edition (October 15, 2015)",,," B0169UYE4C","#1,953,276 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,51,"$80.48 ","Elsevier; 1 edition (September 14, 2013)"," 032318619X"," 978-0323186193",,"#3,802,671 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,52,"$26.98 ","Saunders Ltd.; 1 edition (April 30, 2004)"," 0702027472"," 978-0702027475",,"#3,884,735 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,53,"$24.27 ","Elsevier; 1 edition (May 23, 2013)"," 1455773522"," 978-1455773527",,"#3,961,732 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,54,"$519.40 ","Wiley-Blackwell; 1 edition (February 13, 2007)"," 1405123729"," 978-1405123723",,"#4,185,081 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,55,"$9.00 ","Wiley-Blackwell; 1 edition (January 15, 1999)"," 0813826179"," 978-0813826172",,"#4,225,952 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,56,"$84.52 ","Wiley-Blackwell; 1 edition (February 26, 2015)",,," B00U3RCTLI","#2,160,129 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,57,"$254.72 ","Wiley-Blackwell; 1 edition (January 15, 2000)"," 0813829976"," 978-0813829975",,"#4,601,818 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,58,"$24.99 ","W. B. Saunders Co.; First edition (1992)",,," B000SM6CQQ","#5,358,882 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,59,"$26.98 ","Pergamon Pr (November 1, 1990)"," 0080375014"," 978-0080375014",,"#5,399,504 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,60,"$46.39 ","Saunders Ltd.; 1 edition (May 6, 2008)"," 0702028711"," 978-0702028717",,"#5,824,283 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,61,"$45.00 ","J A Allen & Co Ltd (October 24, 2016)"," 1908809523"," 978-1908809520",,"#6,394,796 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,62,"$17.25 ","Pergamon; Spi edition (October 22, 2013)",,," B01D8T1EAE","#2,859,794 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,63,"$13.29 ","Crowood (October 31, 2016)",,," B01M35G86J","#3,034,542 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,64,"$2.49 ","Wiley-Blackwell; 1 edition (January 16, 1991)"," 0813825482"," 978-0813825489",,"#7,346,938 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,65,,"W.BSaundrs Co.,2000 (2000)",,," B0042NIZ6C","#8,202,575 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,66,"$14.76 ","Butterworth-Heinemann; 1 edition (February 5, 2002)"," 0750673214"," 978-0750673211",,"#8,599,875 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,67,"$87.77 ","Wiley-Blackwell; 2 edition",,," B00E6TQPCI","#8,816,712 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,68,"$55.74 ","Saunders Ltd.; 2 edition",,," B00E6TPQAA","#8,997,911 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,69,"$54.91 ","Wiley-Blackwell; 1 edition (May 8, 2013)",,," B00CQ2QZ1S","#3,496,610 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,70,"$59.95 ","Saunders; 2 edition (May 31, 2012)"," 1455750123"," 978-1455750122",,"#9,016,340 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,71,"$31.69 ","CRC Press; 1 edition (April 1, 1999)",,," B00ADJH13W","#3,505,977 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,72,,"Mosby Inc; 1 edition (January 1, 1993)"," 0815150202"," 978-0815150206",,"#9,517,025 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,73,"$24.97 ","Pergamon Pr; 2 edition (January 1, 1994)"," 008042287X"," 978-0080422879",,"#9,678,784 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,74,"$76.46 ","Elsevier; 1 edition (August 7, 2013)",,," B00EFFS274","#3,645,398 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,75,"$127.00 ","Saunders; Pap/Psc edition (July 25, 2008)"," 1455735272"," 978-1455735273",,"#10,079,419 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,76,,"World Health Organization; 1 edition (October 1, 1994)"," 9241544767"," 978-9241544764",,"#10,200,126 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,77,"$50.00 ","Pergamon Pr; Spi edition (March 1, 1993)"," 0080422705"," 978-0080422701",,"#10,319,024 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,78,"$25.97 ","William Andrew; 1 edition (June 9, 2015)"," 0323389139"," 978-0323389136",,"#10,392,694 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,79,"$25.18 ","Wiley-Blackwell; 63392nd edition (1994)",,," B00E82S2MY","#10,490,004 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,80,,"W. B. Saunders Company (1986)",,," B000U3HT9C","#10,581,835 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,81,"$859.82 ","Emerson Pub. Co (1983)",,," B0006YCSNW","#10,697,574 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,82,"$154.99 ","Wiley-Blackwell; 1 edition (June 9, 2008)",,," B000VXILF2","#4,094,831 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,83,"$99.00 ","Elsevier; 1 edition (July 19, 2013)",,," B00DB1Z3ZW","#4,179,022 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,84,"$12.00 ","Lea & Febiger (July 1, 1985)"," 0812109244"," 978-0812109245",,"#12,239,319 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,85,"$12.00 ","Amer Animal Hospital Assn; 1 edition (December 1, 1999)"," 1583260048"," 978-1583260043",,"#12,255,174 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,86,,"Alexander Eger (1908)",,," B0041W1N90","#12,519,095 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,87,"$2.19 ","Veterinary Medicine Pub. Co (1983)"," 0935078231"," 978-0935078237",,"#12,714,862 in Books (See Top 100 in Books)"
